date,source_name,source_cik,target_name,target_cik
20220822,Hoffman Reid,1519339,"Joby Aviation, Inc.",1819848
20221007,Hoffman Reid,1519339,"Joby Aviation, Inc.",1819848
20230109,Hoffman Reid,1519339,"Joby Aviation, Inc.",1819848
20230407,Hoffman Reid,1519339,"Joby Aviation, Inc.",1819848
20230613,Hoffman Reid,1519339,"Joby Aviation, Inc.",1819848
20230623,Hoffman Reid,1519339,"Joby Aviation, Inc.",1819848
20230707,Hoffman Reid,1519339,"Joby Aviation, Inc.",1819848
20231010,Hoffman Reid,1519339,"Joby Aviation, Inc.",1819848
20240108,Hoffman Reid,1519339,"Joby Aviation, Inc.",1819848
20240405,Hoffman Reid,1519339,"Joby Aviation, Inc.",1819848
20240618,Hoffman Reid,1519339,"Joby Aviation, Inc.",1819848
20210322,Levchin Max R,1539853,"Affirm Holdings, Inc.",1820953
20220520,Hoffman Reid,1519339,"Aurora Innovation, Inc.",1828108
20230530,Hoffman Reid,1519339,"Aurora Innovation, Inc.",1828108
20231023,Hoffman Reid,1519339,"Aurora Innovation, Inc.",1828108
20240222,Hoffman Reid,1519339,"Aurora Innovation, Inc.",1828108
20240228,Hoffman Reid,1519339,"Aurora Innovation, Inc.",1828108
20240301,Hoffman Reid,1519339,"Aurora Innovation, Inc.",1828108
20240514,Hoffman Reid,1519339,"Aurora Innovation, Inc.",1828108
20240516,Hoffman Reid,1519339,"Aurora Innovation, Inc.",1828108
20240524,Hoffman Reid,1519339,"Aurora Innovation, Inc.",1828108
20241105,Hoffman Reid,1519339,"Aurora Innovation, Inc.",1828108
20241108,Hoffman Reid,1519339,"Aurora Innovation, Inc.",1828108
20241112,Hoffman Reid,1519339,"Aurora Innovation, Inc.",1828108
20241115,Hoffman Reid,1519339,"Aurora Innovation, Inc.",1828108
20241118,Hoffman Reid,1519339,"Aurora Innovation, Inc.",1828108
20211014,Selby Jack,1870713,Founder SPAC,1862068
20230110,Selby Jack,1870713,"Rubicon Technologies, Inc.",1862068
20220301,BOTHA ROELOF,1222287,"Bird Global, Inc.",1861449
20220301,Sacks David O,1891801,"Bird Global, Inc.",1861449
20220610,BOTHA ROELOF,1222287,"Bird Global, Inc.",1861449
20220610,Sacks David O,1891801,"Bird Global, Inc.",1861449
